Abbreviation,TeamName,Position,GridPosition,Points,Race,Year,Rainfall,AirTemp,TrackTemp,StandingPoints,HomeRace,QualiPosition
VER,Red Bull Racing,5.0,3.0,10.0,Hungarian Grand Prix,2024,0,28.8,44.9,231.0,0,3.0
SAI,Ferrari,6.0,4.0,8.0,Hungarian Grand Prix,2024,0,28.8,44.9,134.0,0,4.0
PER,Red Bull Racing,7.0,16.0,6.0,Hungarian Grand Prix,2024,0,28.8,44.9,105.0,0,16.0
RUS,Mercedes,8.0,17.0,5.0,Hungarian Grand Prix,2024,0,28.8,44.9,105.0,0,17.0
TSU,RB,9.0,10.0,2.0,Hungarian Grand Prix,2024,0,28.8,44.9,19.0,0,10.0
STR,Aston Martin,10.0,8.0,1.0,Hungarian Grand Prix,2024,0,28.8,44.9,23.0,0,8.0
ALO,Aston Martin,11.0,7.0,0.0,Hungarian Grand Prix,2024,0,28.8,44.9,45.0,0,7.0
RIC,RB,12.0,9.0,0.0,Hungarian Grand Prix,2024,0,28.8,44.9,6.0,0,9.0
HUL,Haas F1 Team,13.0,11.0,0.0,Hungarian Grand Prix,2024,0,28.8,44.9,20.0,0,11.0
ALB,Williams,14.0,13.0,0.0,Hungarian Grand Prix,2024,0,28.8,44.9,4.0,0,13.0
MAG,Haas F1 Team,15.0,15.0,0.0,Hungarian Grand Prix,2024,0,28.8,44.9,5.0,0,15.0
BOT,Kick Sauber,16.0,12.0,0.0,Hungarian Grand Prix,2024,0,28.8,44.9,0.0,0,12.0
SAR,Williams,17.0,14.0,0.0,Hungarian Grand Prix,2024,0,28.8,44.9,0.0,0,14.0
OCO,Alpine,18.0,19.0,0.0,Hungarian Grand Prix,2024,0,28.8,44.9,3.0,0,19.0
ZHO,Kick Sauber,19.0,18.0,0.0,Hungarian Grand Prix,2024,0,28.8,44.9,0.0,0,18.0
GAS,Alpine,20.0,20.0,0.0,Hungarian Grand Prix,2024,0,28.8,44.9,6.0,0,20.0
HAM,Mercedes,1.0,3.0,25.0,Belgian Grand Prix,2024,0,21.3,42.3,115.0,0,4.0
PIA,McLaren,2.0,5.0,18.0,Belgian Grand Prix,2024,0,21.3,42.3,137.0,0,6.0
LEC,Ferrari,3.0,1.0,15.0,Belgian Grand Prix,2024,0,21.3,42.3,148.0,0,2.0
VER,Red Bull Racing,4.0,11.0,12.0,Belgian Grand Prix,2024,0,21.3,42.3,241.0,0,1.0
NOR,McLaren,5.0,4.0,10.0,Belgian Grand Prix,2024,0,21.3,42.3,180.0,0,5.0
SAI,Ferrari,6.0,7.0,8.0,Belgian Grand Prix,2024,0,21.3,42.3,142.0,0,8.0
PER,Red Bull Racing,7.0,2.0,7.0,Belgian Grand Prix,2024,0,21.3,42.3,111.0,0,3.0
ALO,Aston Martin,8.0,8.0,4.0,Belgian Grand Prix,2024,0,21.3,42.3,45.0,0,9.0
OCO,Alpine,9.0,9.0,2.0,Belgian Grand Prix,2024,0,21.3,42.3,3.0,0,10.0
RIC,RB,10.0,13.0,1.0,Belgian Grand Prix,2024,0,21.3,42.3,6.0,0,13.0
STR,Aston Martin,11.0,15.0,0.0,Belgian Grand Prix,2024,0,21.3,42.3,24.0,0,15.0
ALB,Williams,12.0,10.0,0.0,Belgian Grand Prix,2024,0,21.3,42.3,4.0,0,11.0
GAS,Alpine,13.0,12.0,0.0,Belgian Grand Prix,2024,0,21.3,42.3,6.0,0,12.0
MAG,Haas F1 Team,14.0,17.0,0.0,Belgian Grand Prix,2024,0,21.3,42.3,5.0,0,17.0
BOT,Kick Sauber,15.0,14.0,0.0,Belgian Grand Prix,2024,0,21.3,42.3,0.0,0,14.0
TSU,RB,16.0,20.0,0.0,Belgian Grand Prix,2024,0,21.3,42.3,21.0,0,18.0
SAR,Williams,17.0,18.0,0.0,Belgian Grand Prix,2024,0,21.3,42.3,0.0,0,19.0
HUL,Haas F1 Team,18.0,16.0,0.0,Belgian Grand Prix,2024,0,21.3,42.3,20.0,0,16.0
ZHO,Kick Sauber,19.0,19.0,0.0,Belgian Grand Prix,2024,0,21.3,42.3,0.0,0,20.0
RUS,Mercedes,20.0,6.0,0.0,Belgian Grand Prix,2024,0,21.3,42.3,110.0,0,7.0
NOR,McLaren,1.0,1.0,26.0,Dutch Grand Prix,2024,0,19.0,30.8,190.0,0,1.0
VER,Red Bull Racing,2.0,2.0,18.0,Dutch Grand Prix,2024,0,19.0,30.8,253.0,1,2.0
LEC,Ferrari,3.0,6.0,15.0,Dutch Grand Prix,2024,0,19.0,30.8,163.0,0,6.0
PIA,McLaren,4.0,3.0,12.0,Dutch Grand Prix,2024,0,19.0,30.8,155.0,0,3.0
SAI,Ferrari,5.0,10.0,10.0,Dutch Grand Prix,2024,0,19.0,30.8,150.0,0,10.0
PER,Red Bull Racing,6.0,5.0,8.0,Dutch Grand Prix,2024,0,19.0,30.8,118.0,0,5.0
RUS,Mercedes,7.0,4.0,6.0,Dutch Grand Prix,2024,0,19.0,30.8,110.0,0,4.0
HAM,Mercedes,8.0,14.0,4.0,Dutch Grand Prix,2024,0,19.0,30.8,140.0,0,11.0
GAS,Alpine,9.0,9.0,2.0,Dutch Grand Prix,2024,0,19.0,30.8,6.0,0,9.0
ALO,Aston Martin,10.0,7.0,1.0,Dutch Grand Prix,2024,0,19.0,30.8,49.0,0,7.0
HUL,Haas F1 Team,11.0,12.0,0.0,Dutch Grand Prix,2024,0,19.0,30.8,20.0,0,13.0
RIC,RB,12.0,13.0,0.0,Dutch Grand Prix,2024,0,19.0,30.8,7.0,0,15.0
STR,Aston Martin,13.0,8.0,0.0,Dutch Grand Prix,2024,0,19.0,30.8,24.0,0,8.0
ALB,Williams,14.0,19.0,0.0,Dutch Grand Prix,2024,0,19.0,30.8,4.0,0,10.0
OCO,Alpine,15.0,15.0,0.0,Dutch Grand Prix,2024,0,19.0,30.8,5.0,0,16.0
SAR,Williams,16.0,18.0,0.0,Dutch Grand Prix,2024,0,19.0,30.8,0.0,0,20.0
TSU,RB,17.0,11.0,0.0,Dutch Grand Prix,2024,0,19.0,30.8,21.0,0,12.0
MAG,Haas F1 Team,18.0,20.0,0.0,Dutch Grand Prix,2024,0,19.0,30.8,5.0,0,14.0
BOT,Kick Sauber,19.0,16.0,0.0,Dutch Grand Prix,2024,0,19.0,30.8,0.0,0,17.0
ZHO,Kick Sauber,20.0,17.0,0.0,Dutch Grand Prix,2024,0,19.0,30.8,0.0,0,18.0
LEC,Ferrari,1.0,4.0,25.0,Italian Grand Prix,2024,0,33.1,49.3,178.0,0,4.0
PIA,McLaren,2.0,2.0,18.0,Italian Grand Prix,2024,0,33.1,49.3,167.0,0,2.0
NOR,McLaren,3.0,1.0,16.0,Italian Grand Prix,2024,0,33.1,49.3,216.0,0,1.0
SAI,Ferrari,4.0,5.0,12.0,Italian Grand Prix,2024,0,33.1,49.3,160.0,0,5.0
HAM,Mercedes,5.0,6.0,10.0,Italian Grand Prix,2024,0,33.1,49.3,144.0,0,6.0
VER,Red Bull Racing,6.0,7.0,8.0,Italian Grand Prix,2024,0,33.1,49.3,271.0,0,7.0
RUS,Mercedes,7.0,3.0,6.0,Italian Grand Prix,2024,0,33.1,49.3,116.0,0,3.0
PER,Red Bull Racing,8.0,8.0,4.0,Italian Grand Prix,2024,0,33.1,49.3,126.0,0,8.0
ALB,Williams,9.0,9.0,2.0,Italian Grand Prix,2024,0,33.1,49.3,4.0,0,9.0
MAG,Haas F1 Team,10.0,13.0,1.0,Italian Grand Prix,2024,0,33.1,49.3,5.0,0,13.0
ALO,Aston Martin,11.0,11.0,0.0,Italian Grand Prix,2024,0,33.1,49.3,50.0,0,11.0
COL,Williams,12.0,18.0,0.0,Italian Grand Prix,2024,0,33.1,49.3,0.0,0,18.0
RIC,RB,13.0,12.0,0.0,Italian Grand Prix,2024,0,33.1,49.3,7.0,0,12.0
OCO,Alpine,14.0,15.0,0.0,Italian Grand Prix,2024,0,33.1,49.3,5.0,0,15.0
GAS,Alpine,15.0,14.0,0.0,Italian Grand Prix,2024,0,33.1,49.3,8.0,0,14.0
BOT,Kick Sauber,16.0,19.0,0.0,Italian Grand Prix,2024,0,33.1,49.3,0.0,0,19.0
HUL,Haas F1 Team,17.0,10.0,0.0,Italian Grand Prix,2024,0,33.1,49.3,20.0,0,10.0
ZHO,Kick Sauber,18.0,20.0,0.0,Italian Grand Prix,2024,0,33.1,49.3,0.0,0,20.0
STR,Aston Martin,19.0,17.0,0.0,Italian Grand Prix,2024,0,33.1,49.3,24.0,0,17.0
TSU,RB,20.0,16.0,0.0,Italian Grand Prix,2024,0,33.1,49.3,21.0,0,16.0
PIA,McLaren,1.0,2.0,25.0,Azerbaijan Grand Prix,2024,0,26.7,44.3,185.0,0,2.0
LEC,Ferrari,2.0,1.0,18.0,Azerbaijan Grand Prix,2024,0,26.7,44.3,203.0,0,1.0
RUS,Mercedes,3.0,5.0,15.0,Azerbaijan Grand Prix,2024,0,26.7,44.3,122.0,0,5.0
NOR,McLaren,4.0,15.0,13.0,Azerbaijan Grand Prix,2024,0,26.7,44.3,232.0,0,16.0
VER,Red Bull Racing,5.0,6.0,10.0,Azerbaijan Grand Prix,2024,0,26.7,44.3,279.0,0,6.0
ALO,Aston Martin,6.0,7.0,8.0,Azerbaijan Grand Prix,2024,0,26.7,44.3,50.0,0,8.0
ALB,Williams,7.0,9.0,6.0,Azerbaijan Grand Prix,2024,0,26.7,44.3,6.0,0,10.0
COL,Williams,8.0,8.0,4.0,Azerbaijan Grand Prix,2024,0,26.7,44.3,0.0,0,9.0
HAM,Mercedes,9.0,19.0,2.0,Azerbaijan Grand Prix,2024,0,26.7,44.3,154.0,0,7.0
BEA,Haas F1 Team,10.0,10.0,1.0,Azerbaijan Grand Prix,2024,0,26.7,44.3,6.0,0,11.0
HUL,Haas F1 Team,11.0,12.0,0.0,Azerbaijan Grand Prix,2024,0,26.7,44.3,20.0,0,13.0
GAS,Alpine,12.0,18.0,0.0,Azerbaijan Grand Prix,2024,0,26.7,44.3,8.0,0,15.0
RIC,RB,13.0,14.0,0.0,Azerbaijan Grand Prix,2024,0,26.7,44.3,7.0,0,15.0
ZHO,Kick Sauber,14.0,17.0,0.0,Azerbaijan Grand Prix,2024,0,26.7,44.3,0.0,0,18.0
OCO,Alpine,15.0,20.0,0.0,Azerbaijan Grand Prix,2024,0,26.7,44.3,5.0,0,19.0
BOT,Kick Sauber,16.0,16.0,0.0,Azerbaijan Grand Prix,2024,0,26.7,44.3,0.0,0,17.0
PER,Red Bull Racing,17.0,4.0,0.0,Azerbaijan Grand Prix,2024,0,26.7,44.3,130.0,0,4.0
SAI,Ferrari,18.0,3.0,0.0,Azerbaijan Grand Prix,2024,0,26.7,44.3,172.0,0,3.0
STR,Aston Martin,19.0,13.0,0.0,Azerbaijan Grand Prix,2024,0,26.7,44.3,24.0,0,14.0
TSU,RB,20.0,11.0,0.0,Azerbaijan Grand Prix,2024,0,26.7,44.3,21.0,0,12.0
NOR,McLaren,1.0,1.0,25.0,Singapore Grand Prix,2024,0,30.8,36.4,245.0,0,1.0
VER,Red Bull Racing,2.0,2.0,18.0,Singapore Grand Prix,2024,0,30.8,36.4,289.0,0,2.0
PIA,McLaren,3.0,5.0,15.0,Singapore Grand Prix,2024,0,30.8,36.4,210.0,0,5.0
RUS,Mercedes,4.0,4.0,12.0,Singapore Grand Prix,2024,0,30.8,36.4,137.0,0,4.0
LEC,Ferrari,5.0,9.0,10.0,Singapore Grand Prix,2024,0,30.8,36.4,221.0,0,9.0
HAM,Mercedes,6.0,3.0,8.0,Singapore Grand Prix,2024,0,30.8,36.4,156.0,0,3.0
SAI,Ferrari,7.0,10.0,6.0,Singapore Grand Prix,2024,0,30.8,36.4,172.0,0,10.0
ALO,Aston Martin,8.0,7.0,4.0,Singapore Grand Prix,2024,0,30.8,36.4,58.0,0,7.0
HUL,Haas F1 Team,9.0,6.0,2.0,Singapore Grand Prix,2024,0,30.8,36.4,20.0,0,6.0
PER,Red Bull Racing,10.0,13.0,1.0,Singapore Grand Prix,2024,0,30.8,36.4,130.0,0,13.0
COL,Williams,11.0,12.0,0.0,Singapore Grand Prix,2024,0,30.8,36.4,4.0,0,12.0
TSU,RB,12.0,8.0,0.0,Singapore Grand Prix,2024,0,30.8,36.4,21.0,0,8.0
OCO,Alpine,13.0,15.0,0.0,Singapore Grand Prix,2024,0,30.8,36.4,5.0,0,15.0
STR,Aston Martin,14.0,17.0,0.0,Singapore Grand Prix,2024,0,30.8,36.4,24.0,0,17.0
ZHO,Kick Sauber,15.0,20.0,0.0,Singapore Grand Prix,2024,0,30.8,36.4,0.0,0,20.0
BOT,Kick Sauber,16.0,19.0,0.0,Singapore Grand Prix,2024,0,30.8,36.4,0.0,0,19.0
GAS,Alpine,17.0,18.0,0.0,Singapore Grand Prix,2024,0,30.8,36.4,8.0,0,18.0
RIC,RB,18.0,16.0,0.0,Singapore Grand Prix,2024,0,30.8,36.4,7.0,0,16.0
MAG,Haas F1 Team,19.0,14.0,0.0,Singapore Grand Prix,2024,0,30.8,36.4,6.0,0,14.0
ALB,Williams,20.0,11.0,0.0,Singapore Grand Prix,2024,0,30.8,36.4,12.0,0,11.0
LEC,Ferrari,1.0,4.0,25.0,United States Grand Prix,2024,0,28.1,46.6,231.0,0,4.0
SAI,Ferrari,2.0,3.0,18.0,United States Grand Prix,2024,0,28.1,46.6,178.0,0,3.0
VER,Red Bull Racing,3.0,2.0,15.0,United States Grand Prix,2024,0,28.1,46.6,307.0,0,2.0
NOR,McLaren,4.0,1.0,12.0,United States Grand Prix,2024,0,28.1,46.6,270.0,0,1.0
PIA,McLaren,5.0,5.0,10.0,United States Grand Prix,2024,0,28.1,46.6,225.0,0,5.0
RUS,Mercedes,6.0,20.0,8.0,United States Grand Prix,2024,0,28.1,46.6,149.0,0,6.0
PER,Red Bull Racing,7.0,9.0,6.0,United States Grand Prix,2024,0,28.1,46.6,131.0,0,10.0
HUL,Haas F1 Team,8.0,11.0,4.0,United States Grand Prix,2024,0,28.1,46.6,22.0,0,12.0
LAW,RB,9.0,19.0,2.0,United States Grand Prix,2024,0,28.1,46.6,0.0,0,15.0
COL,Williams,10.0,15.0,1.0,United States Grand Prix,2024,0,28.1,46.6,4.0,0,17.0
MAG,Haas F1 Team,11.0,8.0,0.0,United States Grand Prix,2024,0,28.1,46.6,6.0,0,9.0
GAS,Alpine,12.0,6.0,0.0,United States Grand Prix,2024,0,28.1,46.6,8.0,0,7.0
ALO,Aston Martin,13.0,7.0,0.0,United States Grand Prix,2024,0,28.1,46.6,62.0,0,8.0
TSU,RB,14.0,10.0,0.0,United States Grand Prix,2024,0,28.1,46.6,21.0,0,11.0
STR,Aston Martin,15.0,13.0,0.0,United States Grand Prix,2024,0,28.1,46.6,24.0,0,14.0
ALB,Williams,16.0,14.0,0.0,United States Grand Prix,2024,0,28.1,46.6,12.0,0,16.0
BOT,Kick Sauber,17.0,16.0,0.0,United States Grand Prix,2024,0,28.1,46.6,0.0,0,18.0
OCO,Alpine,18.0,12.0,0.0,United States Grand Prix,2024,0,28.1,46.6,5.0,0,13.0
ZHO,Kick Sauber,19.0,18.0,0.0,United States Grand Prix,2024,0,28.1,46.6,0.0,0,20.0
HAM,Mercedes,20.0,17.0,0.0,United States Grand Prix,2024,0,28.1,46.6,164.0,0,19.0
SAI,Ferrari,1.0,1.0,25.0,Mexico City Grand Prix,2024,0,19.9,35.6,196.0,0,1.0
NOR,McLaren,2.0,3.0,18.0,Mexico City Grand Prix,2024,0,19.9,35.6,282.0,0,3.0
LEC,Ferrari,3.0,4.0,16.0,Mexico City Grand Prix,2024,0,19.9,35.6,256.0,0,4.0
HAM,Mercedes,4.0,6.0,12.0,Mexico City Grand Prix,2024,0,19.9,35.6,164.0,0,6.0
RUS,Mercedes,5.0,5.0,10.0,Mexico City Grand Prix,2024,0,19.9,35.6,157.0,0,5.0
VER,Red Bull Racing,6.0,2.0,8.0,Mexico City Grand Prix,2024,0,19.9,35.6,322.0,0,2.0
MAG,Haas F1 Team,7.0,7.0,6.0,Mexico City Grand Prix,2024,0,19.9,35.6,6.0,0,7.0
PIA,McLaren,8.0,17.0,4.0,Mexico City Grand Prix,2024,0,19.9,35.6,235.0,0,17.0
HUL,Haas F1 Team,9.0,10.0,2.0,Mexico City Grand Prix,2024,0,19.9,35.6,26.0,0,10.0
GAS,Alpine,10.0,8.0,1.0,Mexico City Grand Prix,2024,0,19.9,35.6,8.0,0,8.0
STR,Aston Martin,11.0,14.0,0.0,Mexico City Grand Prix,2024,0,19.9,35.6,24.0,0,14.0
COL,Williams,12.0,16.0,0.0,Mexico City Grand Prix,2024,0,19.9,35.6,5.0,0,16.0
OCO,Alpine,13.0,0.0,0.0,Mexico City Grand Prix,2024,0,19.9,35.6,5.0,0,19.0
BOT,Kick Sauber,14.0,15.0,0.0,Mexico City Grand Prix,2024,0,19.9,35.6,0.0,0,15.0
ZHO,Kick Sauber,15.0,19.0,0.0,Mexico City Grand Prix,2024,0,19.9,35.6,0.0,0,20.0
LAW,RB,16.0,12.0,0.0,Mexico City Grand Prix,2024,0,19.9,35.6,2.0,0,12.0
PER,Red Bull Racing,17.0,18.0,0.0,Mexico City Grand Prix,2024,0,19.9,35.6,137.0,1,18.0
ALO,Aston Martin,18.0,13.0,0.0,Mexico City Grand Prix,2024,0,19.9,35.6,62.0,0,13.0
ALB,Williams,19.0,9.0,0.0,Mexico City Grand Prix,2024,0,19.9,35.6,12.0,0,9.0
TSU,RB,20.0,11.0,0.0,Mexico City Grand Prix,2024,0,19.9,35.6,21.0,0,11.0
VER,Red Bull Racing,1.0,17.0,26.0,São Paulo Grand Prix,2024,1,21.7,25.8,330.0,0,12.0
OCO,Alpine,2.0,4.0,18.0,São Paulo Grand Prix,2024,1,21.7,25.8,5.0,0,4.0
GAS,Alpine,3.0,13.0,15.0,São Paulo Grand Prix,2024,1,21.7,25.8,9.0,0,15.0
RUS,Mercedes,4.0,2.0,12.0,São Paulo Grand Prix,2024,1,21.7,25.8,167.0,0,2.0
LEC,Ferrari,5.0,6.0,10.0,São Paulo Grand Prix,2024,1,21.7,25.8,272.0,0,6.0
NOR,McLaren,6.0,1.0,8.0,São Paulo Grand Prix,2024,1,21.7,25.8,300.0,0,1.0
TSU,RB,7.0,3.0,6.0,São Paulo Grand Prix,2024,1,21.7,25.8,21.0,0,3.0
PIA,McLaren,8.0,8.0,4.0,São Paulo Grand Prix,2024,1,21.7,25.8,239.0,0,8.0
LAW,RB,9.0,5.0,2.0,São Paulo Grand Prix,2024,1,21.7,25.8,2.0,0,5.0
HAM,Mercedes,10.0,14.0,1.0,São Paulo Grand Prix,2024,1,21.7,25.8,176.0,0,16.0
PER,Red Bull Racing,11.0,12.0,0.0,São Paulo Grand Prix,2024,1,21.7,25.8,137.0,0,13.0
BEA,Haas F1 Team,12.0,15.0,0.0,São Paulo Grand Prix,2024,1,21.7,25.8,7.0,0,17.0
BOT,Kick Sauber,13.0,11.0,0.0,São Paulo Grand Prix,2024,1,21.7,25.8,0.0,0,11.0
ALO,Aston Martin,14.0,9.0,0.0,São Paulo Grand Prix,2024,1,21.7,25.8,62.0,0,9.0
ZHO,Kick Sauber,15.0,19.0,0.0,São Paulo Grand Prix,2024,1,21.7,25.8,0.0,0,20.0
SAI,Ferrari,16.0,20.0,0.0,São Paulo Grand Prix,2024,1,21.7,25.8,221.0,0,14.0
COL,Williams,17.0,16.0,0.0,São Paulo Grand Prix,2024,1,21.7,25.8,5.0,0,18.0
ALB,Williams,18.0,7.0,0.0,São Paulo Grand Prix,2024,1,21.7,25.8,12.0,0,7.0
STR,Aston Martin,19.0,10.0,0.0,São Paulo Grand Prix,2024,1,21.7,25.8,24.0,0,10.0
HUL,Haas F1 Team,20.0,18.0,0.0,São Paulo Grand Prix,2024,1,21.7,25.8,28.0,0,19.0
RUS,Mercedes,1.0,1.0,25.0,Las Vegas Grand Prix,2024,0,17.8,17.7,179.0,0,1.0
HAM,Mercedes,2.0,10.0,18.0,Las Vegas Grand Prix,2024,0,17.8,17.7,177.0,0,10.0
SAI,Ferrari,3.0,2.0,15.0,Las Vegas Grand Prix,2024,0,17.8,17.7,221.0,0,2.0
LEC,Ferrari,4.0,4.0,12.0,Las Vegas Grand Prix,2024,0,17.8,17.7,282.0,0,4.0
VER,Red Bull Racing,5.0,5.0,10.0,Las Vegas Grand Prix,2024,0,17.8,17.7,356.0,0,5.0
NOR,McLaren,6.0,6.0,9.0,Las Vegas Grand Prix,2024,0,17.8,17.7,308.0,0,6.0
PIA,McLaren,7.0,8.0,6.0,Las Vegas Grand Prix,2024,0,17.8,17.7,243.0,0,8.0
HUL,Haas F1 Team,8.0,9.0,4.0,Las Vegas Grand Prix,2024,0,17.8,17.7,28.0,0,9.0
TSU,RB,9.0,7.0,2.0,Las Vegas Grand Prix,2024,0,17.8,17.7,27.0,0,7.0
PER,Red Bull Racing,10.0,15.0,1.0,Las Vegas Grand Prix,2024,0,17.8,17.7,137.0,0,16.0
ALO,Aston Martin,11.0,16.0,0.0,Las Vegas Grand Prix,2024,0,17.8,17.7,62.0,0,17.0
MAG,Haas F1 Team,12.0,12.0,0.0,Las Vegas Grand Prix,2024,0,17.8,17.7,12.0,0,12.0
ZHO,Kick Sauber,13.0,13.0,0.0,Las Vegas Grand Prix,2024,0,17.8,17.7,0.0,0,13.0
COL,Williams,14.0,20.0,0.0,Las Vegas Grand Prix,2024,0,17.8,17.7,5.0,0,14.0
STR,Aston Martin,15.0,18.0,0.0,Las Vegas Grand Prix,2024,0,17.8,17.7,24.0,0,20.0
LAW,RB,16.0,14.0,0.0,Las Vegas Grand Prix,2024,0,17.8,17.7,4.0,0,15.0
OCO,Alpine,17.0,11.0,0.0,Las Vegas Grand Prix,2024,0,17.8,17.7,23.0,0,11.0
BOT,Kick Sauber,18.0,19.0,0.0,Las Vegas Grand Prix,2024,0,17.8,17.7,0.0,0,19.0
ALB,Williams,19.0,17.0,0.0,Las Vegas Grand Prix,2024,0,17.8,17.7,12.0,0,18.0
GAS,Alpine,20.0,3.0,0.0,Las Vegas Grand Prix,2024,0,17.8,17.7,24.0,0,3.0
VER,Red Bull Racing,1.0,2.0,25.0,Qatar Grand Prix,2024,0,18.9,22.8,366.0,0,1.0
LEC,Ferrari,2.0,5.0,18.0,Qatar Grand Prix,2024,0,18.9,22.8,294.0,0,5.0
PIA,McLaren,3.0,4.0,15.0,Qatar Grand Prix,2024,0,18.9,22.8,249.0,0,4.0
RUS,Mercedes,4.0,1.0,12.0,Qatar Grand Prix,2024,0,18.9,22.8,204.0,0,2.0
GAS,Alpine,5.0,11.0,10.0,Qatar Grand Prix,2024,0,18.9,22.8,24.0,0,11.0
SAI,Ferrari,6.0,7.0,8.0,Qatar Grand Prix,2024,0,18.9,22.8,236.0,0,7.0
ALO,Aston Martin,7.0,8.0,6.0,Qatar Grand Prix,2024,0,18.9,22.8,62.0,0,8.0
ZHO,Kick Sauber,8.0,12.0,4.0,Qatar Grand Prix,2024,0,18.9,22.8,0.0,0,12.0
MAG,Haas F1 Team,9.0,10.0,2.0,Qatar Grand Prix,2024,0,18.9,22.8,12.0,0,10.0
NOR,McLaren,10.0,3.0,2.0,Qatar Grand Prix,2024,0,18.9,22.8,317.0,0,3.0
BOT,Kick Sauber,11.0,13.0,0.0,Qatar Grand Prix,2024,0,18.9,22.8,0.0,0,13.0
HAM,Mercedes,12.0,6.0,0.0,Qatar Grand Prix,2024,0,18.9,22.8,195.0,0,6.0
TSU,RB,13.0,14.0,0.0,Qatar Grand Prix,2024,0,18.9,22.8,29.0,0,14.0
LAW,RB,14.0,17.0,0.0,Qatar Grand Prix,2024,0,18.9,22.8,4.0,0,17.0
ALB,Williams,15.0,16.0,0.0,Qatar Grand Prix,2024,0,18.9,22.8,12.0,0,16.0
HUL,Haas F1 Team,16.0,18.0,0.0,Qatar Grand Prix,2024,0,18.9,22.8,32.0,0,18.0
PER,Red Bull Racing,17.0,9.0,0.0,Qatar Grand Prix,2024,0,18.9,22.8,138.0,0,9.0
STR,Aston Martin,18.0,15.0,0.0,Qatar Grand Prix,2024,0,18.9,22.8,24.0,0,15.0
COL,Williams,19.0,19.0,0.0,Qatar Grand Prix,2024,0,18.9,22.8,5.0,0,19.0
OCO,Alpine,20.0,20.0,0.0,Qatar Grand Prix,2024,0,18.9,22.8,23.0,0,20.0
NOR,McLaren,1.0,1.0,25.0,Abu Dhabi Grand Prix,2024,0,26.8,31.8,319.0,0,1.0
SAI,Ferrari,2.0,3.0,18.0,Abu Dhabi Grand Prix,2024,0,26.8,31.8,244.0,0,3.0
LEC,Ferrari,3.0,19.0,15.0,Abu Dhabi Grand Prix,2024,0,26.8,31.8,312.0,0,14.0
HAM,Mercedes,4.0,16.0,12.0,Abu Dhabi Grand Prix,2024,0,26.8,31.8,195.0,0,18.0
RUS,Mercedes,5.0,6.0,10.0,Abu Dhabi Grand Prix,2024,0,26.8,31.8,216.0,0,7.0
VER,Red Bull Racing,6.0,4.0,8.0,Abu Dhabi Grand Prix,2024,0,26.8,31.8,391.0,0,5.0
GAS,Alpine,7.0,5.0,6.0,Abu Dhabi Grand Prix,2024,0,26.8,31.8,34.0,0,6.0
HUL,Haas F1 Team,8.0,7.0,4.0,Abu Dhabi Grand Prix,2024,0,26.8,31.8,32.0,0,4.0
ALO,Aston Martin,9.0,8.0,2.0,Abu Dhabi Grand Prix,2024,0,26.8,31.8,68.0,0,8.0
PIA,McLaren,10.0,2.0,1.0,Abu Dhabi Grand Prix,2024,0,26.8,31.8,264.0,0,2.0
ALB,Williams,11.0,18.0,0.0,Abu Dhabi Grand Prix,2024,0,26.8,31.8,12.0,0,16.0
TSU,RB,12.0,11.0,0.0,Abu Dhabi Grand Prix,2024,0,26.8,31.8,29.0,0,11.0
ZHO,Kick Sauber,13.0,15.0,0.0,Abu Dhabi Grand Prix,2024,0,26.8,31.8,4.0,0,17.0
STR,Aston Martin,14.0,13.0,0.0,Abu Dhabi Grand Prix,2024,0,26.8,31.8,24.0,0,13.0
DOO,Alpine,15.0,17.0,0.0,Abu Dhabi Grand Prix,2024,0,26.8,31.8,0.0,0,20.0
MAG,Haas F1 Team,16.0,14.0,0.0,Abu Dhabi Grand Prix,2024,0,26.8,31.8,14.0,0,15.0
LAW,RB,17.0,12.0,0.0,Abu Dhabi Grand Prix,2024,0,26.8,31.8,4.0,0,12.0
BOT,Kick Sauber,18.0,9.0,0.0,Abu Dhabi Grand Prix,2024,0,26.8,31.8,0.0,0,9.0
COL,Williams,19.0,20.0,0.0,Abu Dhabi Grand Prix,2024,0,26.8,31.8,5.0,0,19.0
PER,Red Bull Racing,20.0,10.0,0.0,Abu Dhabi Grand Prix,2024,0,26.8,31.8,138.0,0,10.0
NOR,McLaren,1.0,1.0,25.0,Australian Grand Prix,2025,1,15.7,18.9,0.0,0,1.0
VER,Red Bull Racing,2.0,3.0,18.0,Australian Grand Prix,2025,1,15.7,18.9,0.0,0,3.0
RUS,Mercedes,3.0,4.0,15.0,Australian Grand Prix,2025,1,15.7,18.9,0.0,0,4.0
ANT,Mercedes,4.0,16.0,12.0,Australian Grand Prix,2025,1,15.7,18.9,0.0,0,16.0
ALB,Williams,5.0,6.0,10.0,Australian Grand Prix,2025,1,15.7,18.9,0.0,0,6.0
STR,Aston Martin,6.0,13.0,8.0,Australian Grand Prix,2025,1,15.7,18.9,0.0,0,13.0
HUL,Kick Sauber,7.0,17.0,6.0,Australian Grand Prix,2025,1,15.7,18.9,0.0,0,17.0
LEC,Ferrari,8.0,7.0,4.0,Australian Grand Prix,2025,1,15.7,18.9,0.0,0,7.0
PIA,McLaren,9.0,2.0,2.0,Australian Grand Prix,2025,1,15.7,18.9,0.0,1,2.0
